M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
3603,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3606,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3607,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3610,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3612,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3616,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3622,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3647,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3651,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3653,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3656,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3659,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3661,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3671,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3673,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3690,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3699,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3705,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3712,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3714,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3717,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3730,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3731,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3740,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3752,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3757,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3780,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3793,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3822,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3851,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3858,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3860,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3966,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3968,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
3970,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4018,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4028,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4029,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4030,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4067,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4077,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4085,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4121,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4131,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4134,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4138,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4142,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4147,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4154,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4169,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4177,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4200,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4219,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4220,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4228,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4261,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4285,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4296,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4299,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4303,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4333,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4354,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4355,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4361,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4370,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4377,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4380,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4381,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4409,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4417,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4419,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4438,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4442,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4449,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4458,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4493,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4496,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4499,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4507,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4533,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4537,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4542,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4546,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4549,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4594,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4601,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4619,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4644,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4649,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4651,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4666,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4671,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4687,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4726,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4773,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4837,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4854,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4921,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4951,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4965,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
4999,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5024,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5039,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5041,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5047,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5051,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5052,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5063,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5075,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5111,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5114,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5130,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5134,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5150,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5154,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5163,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5181,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5210,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5253,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5265,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5269,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5271,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5308,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5309,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5487,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5501,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5512,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5514,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5567,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5572,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5573,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5578,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5589,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5595,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5614,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5625,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5629,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5667,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5672,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5679,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5707,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5803,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5817,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5824,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5829,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5909,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5985,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
5986,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6051,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6077,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6081,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6131,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6143,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6153,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6160,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6176,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6183,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6184,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6204,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6212,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6265,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6292,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6307,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6335,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6340,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6347,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6357,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6371,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6384,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6385,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6396,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6408,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6462,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6520,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6542,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6550,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6591,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6608,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6614,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6634,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6635,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6679,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6685,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6779,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6817,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6851,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6879,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6940,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6945,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6982,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6991,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
6999,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7027,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7034,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7048,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7072,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7125,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7136,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7181,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7235,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7247,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7267,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7287,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7376,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7386,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7418,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7419,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7450,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7511,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7563,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7568,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7569,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7616,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7667,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7716,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7749,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7766,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7785,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7797,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7859,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7875,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7882,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7903,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7923,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7942,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
7991,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8015,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8099,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8156,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8207,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8268,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8276,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8301,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8323,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8350,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8361,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8372,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8411,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8512,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8522,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8566,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8572,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8617,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8684,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8689,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8714,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8792,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
8955,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9023,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9026,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9048,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9121,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9177,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9186,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9229,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9277,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9319,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9351,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9377,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9448,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9501,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9609,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9634,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9716,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9799,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9808,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9811,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9817,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9839,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9845,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9917,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9922,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9930,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9955,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9959,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9972,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
9980,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10012,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10015,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10043,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10055,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10070,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10098,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10111,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10122,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10146,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10168,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10311,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10329,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10424,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10465,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10621,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10737,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10738,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10776,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10842,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10889,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10956,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
10971,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11043,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11072,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11107,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11287,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11338,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11419,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11447,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11537,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11595,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11678,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11716,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11876,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11945,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11947,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11963,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
11966,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12012,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12068,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12222,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12233,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12281,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12389,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12527,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12581,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12765,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12789,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12829,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
12917,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13097,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13219,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13339,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13410,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13434,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13454,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13534,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13561,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13571,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13577,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13633,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13646,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13703,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13877,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
13910,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14042,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14069,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14259,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14326,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14398,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14411,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14529,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14560,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14561,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14562,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14675,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14689,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14878,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14902,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14903,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14916,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14930,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
14948,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15005,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15008,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15012,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15020,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15044,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15074,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15082,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15126,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15142,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15170,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15259,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15261,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15379,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15521,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15536,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15882,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15937,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
15980,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
16023,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
16097,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
16167,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
16233,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
16246,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
16256,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
16371,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
16384,2048,6144,False,torch.bfloat16,torch.bfloat16,False,False
